pdf,study,field,status,priority,legacy_value_json,legacy_normalized_json,llm_a_value_json,llm_a_normalized_json,llm_b_value_json,llm_b_normalized_json,agreement_pattern,reviewed_value_json,decision_status,reviewer,decision_reason,evidence_quote,page,notes,suggested_value_json,suggested_source,suggestion_confidence,suggested_decision_status,review_action,suggestion_reason,needs_pdf_check,alignment_issue,alignment_evidence
Carlson 1999.pdf,Carlson 1999,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""enuresis"", ""learning problems"", ""encopresis""]","[""encopresis"", ""enuresis"", ""learning problems""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Chevalier 2020 - Evaluation_of_a_treatment_of_sleep_relat.pdf,Chevalier 2020,Comorbid diagnosis / problems,all_different,high,"""Y, 3 wih sec.AD; 1 w.ODD; all: behavioral sleep disorder""","[""y, 3 wih sec.ad; 1 w.odd; all: behavioral sleep disorder""]",null,[],"[""Social Anxiety Disorder"", ""Oppositional Defiant Disorder""]","[""oppositional defiant disorder"", ""social anxiety disorder""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Choate 2005.pdf,Choate 2005,Comorbid diagnosis / problems,all_different,high,"[""Y, int"", ""Y, ext"", ""N""]","[""n"", ""y, ext"", ""y, int""]",null,[],"[""panic disorder (provisional)"", ""oppositional-defiant disorder (ODD)"", null]","[""oppositional-defiant disorder (odd)"", ""panic disorder (provisional)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Cunningham 2009.pdf,Cunningham 2009,Comorbid diagnosis / problems,all_different,high,"[""Y, int"", ""N""]","[""n"", ""y, int""]",null,[],"[""Social Phobia (SP)"", ""Specific Phobias (SpP)"", ""Obsessive-Compulsive Disorder (OCD)""]","[""obsessive-compulsive disorder (ocd)"", ""social phobia (sp)"", ""specific phobias (spp)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Eckshtain 2009 - Assessing Outcome in Cognitive Behavior Therapy for Child Depression  An Illustrative Case Series.pdf,Eckshtain 2009,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""Social Anxiety Disorder"", ""Oppositional Defiant Disorder"", ""Attention-Deficit/Hyperactivity Disorder"", ""Anxiety"", ""Inattention"", ""Hyperactivity"", ""Aggression""]","[""aggression"", ""anxiety"", ""attention-deficit/hyperactivity disorder"", ""hyperactivity"", ""inattention"", ""oppositional defiant disorder"", ""social anxiety disorder""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Ehrenreich 2009.pdf,Ehrenreich 2009,Comorbid diagnosis / problems,all_different,high,"[""Y, ADHD"", ""N"", ""Y, int""]","[""n"", ""y, adhd"", ""y, int""]",null,[],"[""ADHD (non interfering)"", null, [""Major Depressive Disorder Mild"", ""Social Phobia""]]","[""['major depressive disorder mild', 'social phobia']"", ""adhd (non interfering)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Ehrenreich-May 2020.pdf,Ehrenreich-May 2020,Comorbid diagnosis / problems,all_different,high,"""Y, int, ASD""","[""y, int, asd""]",null,[],"[""Depression"", ""Other anxiety disorders""]","[""depression"", ""other anxiety disorders""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Eisen 1998 - Prescriptive treatment for generalized anxiety disorder in children.pdf,Eisen 1998,Comorbid diagnosis / problems,all_different,high,"[""Y, int, ext, ADHD"", ""Y, int"", ""Y, int, ADHD""]","[""y, int"", ""y, int, adhd"", ""y, int, ext, adhd""]",null,[],"[""Social Phobia"", ""Attention-Deficit Hyperactivity Disorder"", ""Oppositional-Defiant Disorder"", ""Separation Anxiety Disorder"", ""Simple Phobia""]","[""attention-deficit hyperactivity disorder"", ""oppositional-defiant disorder"", ""separation anxiety disorder"", ""simple phobia"", ""social phobia""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Farrell 1998 - Cognitive behavioral interventions for sexually abused children exhibiting PTSD symptomatology.pdf,Farrell 1998,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""depression"", ""anxiety""]","[""anxiety"", ""depression""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Farrell 2018.pdf,Farrell 2018,Comorbid diagnosis / problems,all_different,high,"[""N"", ""Y, int""]","[""n"", ""y, int""]",null,[],"[null, [""Specific Phobia (water)"", ""Specific Phobia (costume character)""], null, [""Specific Phobia (costume character)"", ""Specific Phobia (blood-injection-injury)""]]","[""['specific phobia (costume character)', 'specific phobia (blood-injection-injury)']"", ""['specific phobia (water)', 'specific phobia (costume character)']""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Farrell 2021- Virtual reality one-session treatment of child-specific phobia of dogs.pdf,Farrell 2021,Comorbid diagnosis / problems,all_different,high,"[""N"", ""Y, int"", ""Y, int, ext, ADHD""]","[""n"", ""y, int"", ""y, int, ext, adhd""]",null,[],"[""Other Specific Phobias"", ""Generalized Anxiety Disorder"", ""Attention Deficit Hyperactivity Disorder"", ""Conduct Disorder""]","[""attention deficit hyperactivity disorder"", ""conduct disorder"", ""generalized anxiety disorder"", ""other specific phobias""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Feather 2009.pdf,Feather 2009,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""physical abuse"", ""sexual abuse"", ""neglect"", ""emotional abuse"", ""witnessing domestic violence""]","[""emotional abuse"", ""neglect"", ""physical abuse"", ""sexual abuse"", ""witnessing domestic violence""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Fernandez 2013.pdf,Fernandez 2013,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""sleep disturbances"", ""sleep disturbances"", ""anxiety"", ""depression"", ""behavioral problems""]","[""anxiety"", ""behavioral problems"", ""depression"", ""sleep disturbances""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Frame 1982 - Behavioral treatment of depression in a prepubertal child.pdf,Frame 1982,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""borderline mental retardation"", ""suicidal thoughts and gestures"", ""violent temper outbursts"", ""poor school performance""]","[""borderline mental retardation"", ""poor school performance"", ""suicidal thoughts and gestures"", ""violent temper outbursts""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Francis 2021.pdf,Francis 2021,Comorbid diagnosis / problems,all_different,high,"[""Y, int, reading/spelling prob"", ""N""]","[""n"", ""y, int, reading/spelling prob""]",null,[],"[""poor reading accuracy"", ""poor nonword spelling"", ""anxiety disorders""]","[""anxiety disorders"", ""poor nonword spelling"", ""poor reading accuracy""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Gaynor 2008.pdf,Gaynor 2008,Comorbid diagnosis / problems,all_different,high,"[""N"", ""Y, ADHD""]","[""n"", ""y, adhd""]",null,[],"[""conduct disorder"", ""ADHD"", ""marijuana dependence""]","[""adhd"", ""conduct disorder"", ""marijuana dependence""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Geuke 2019.pdf,Geuke 2019,Comorbid diagnosis / problems,all_different,high,"""Y, int""","[""y, int""]",null,[],"""NR""","[""not reported""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Girling-Butcher 2009.pdf,Girling-Butcher 2009,Comorbid diagnosis / problems,all_different,high,"""Y, int""","[""y, int""]",null,[],"[""Specific Phobia"", ""Specific Phobia"", ""Generalised Anxiety Disorder"", ""Generalised Anxiety Disorder""]","[""generalised anxiety disorder"", ""specific phobia""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Goodall 2017.pdf,Goodall 2017,Comorbid diagnosis / problems,all_different,high,"""Y, int, ext, ADHD""","[""y, int, ext, adhd""]",null,[],"[""Attention Deficit Hyperactivity Disorder (ADHD)"", ""Oppositional Defiant Disorder (ODD)"", ""Conduct Disorder (CD)"", ""Major Depressive Disorder (MDD)"", ""Separation Anxiety Disorder (SAD)"", ""Specific Phobia (spiders)""]","[""attention deficit hyperactivity disorder (adhd)"", ""conduct disorder (cd)"", ""major depressive disorder (mdd)"", ""oppositional defiant disorder (odd)"", ""separation anxiety disorder (sad)"", ""specific phobia (spiders)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Hagopian 1993.pdf,Hagopian 1993,Comorbid diagnosis / problems,all_different,high,"""N""","[""n""]",null,[],"[""somatic complaints"", ""elevated depressed factor on CBCL but no depression diagnosis""]","[""elevated depressed factor on cbcl but no depression diagnosis"", ""somatic complaints""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Hendriks 2017 - Child Psychology Psychiatry - Intensive prolonged exposure treatment for adolescent complex posttraumatic.pdf,Hendriks 2017,Comorbid diagnosis / problems,all_different,high,"""NR""","[""not reported""]",null,[],"[""depressive disorder"", ""other anxiety disorders"", ""eating disorders"", ""conversion disorder"", ""autism spectrum disorder"", ""alcohol dependence""]","[""alcohol dependence"", ""autism spectrum disorder"", ""conversion disorder"", ""depressive disorder"", ""eating disorders"", ""other anxiety disorders""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Howard-Kendall 1996.pdf,Howard-Kendall 1996,Comorbid diagnosis / problems,all_different,high,"[""Y, int, ext"", ""N"", ""Y, int"", ""Y, int, ADHD"", ""Y, ADHD""]","[""n"", ""y, adhd"", ""y, int"", ""y, int, adhd"", ""y, int, ext""]",null,[],"[""attention deficit hyperactivity disorder"", ""oppositional defiant disorder"", ""depression"", ""dysthymia""]","[""attention deficit hyperactivity disorder"", ""depression"", ""dysthymia"", ""oppositional defiant disorder""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Jacob 2013.pdf,Jacob 2013,Comorbid diagnosis / problems,all_different,high,"[""Y, ADHD"", ""Y, int""]","[""y, adhd"", ""y, int""]",null,[],"[""Attention Deficit Hyperactivity Disorder (ADHD)"", ""Dysthymic Disorder (DD)"", ""Social Phobia (SP)""]","[""attention deficit hyperactivity disorder (adhd)"", ""dysthymic disorder (dd)"", ""social phobia (sp)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Jarrett 2012.pdf,Jarrett 2012,Comorbid diagnosis / problems,all_different,high,"""Y, ADHD""","[""y, adhd""]",null,[],"[""oppositional defiant disorder (ODD)""]","[""oppositional defiant disorder (odd)""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Kane 1989.pdf,Kane 1989,Comorbid diagnosis / problems,all_different,high,"[""Y, int"", ""N""]","[""n"", ""y, int""]",null,[],"[""Secondary Simple Phobia""]","[""secondary simple phobia""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Leigh 2016.pdf,Leigh 2016,Comorbid diagnosis / problems,all_different,high,"""Y, int""","[""y, int""]",null,[],"[""Depression"", ""Panic attacks and angry outbursts"", ""Generalized anxiety disorder and depression"", ""Selective mutism and depression"", ""Generalized anxiety disorder and depression""]","[""depression"", ""generalized anxiety disorder and depression"", ""panic attacks and angry outbursts"", ""selective mutism and depression""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
Lewis 2015.pdf,Lewis 2015,Comorbid diagnosis / problems,all_different,high,"""Y , NR which one""","[""y , nr which one""]",null,[],"[""Social anxiety disorder"", ""Another specific phobia"", ""ADHD-Combined Type""]","[""adhd-combined type"", ""another specific phobia"", ""social anxiety disorder""]",all available non-empty values differ,,,,,,,,,,none,,manual_pdf_review,All available source values differ; source PDF review required before choosing a value.,yes,,
